"x","y","topo","y1","y2","y3","y4","y5"
-50,-50,0.946369884981357,0.999999866613676,1.33386323272026e-07,2.2652368149828e-16,4.33487345079468e-22,0
-48,-50,1.20910233522744,0.99999984497456,1.55025439828349e-07,2.83825310597256e-16,5.63945134465244e-22,0
-46,-50,1.5294041461246,0.999999813790768,1.86209231998725e-07,3.73635801786966e-16,7.77201765531741e-22,0
-44,-50,1.91530755442986,0.999999767778673,2.32221326674998e-07,5.20355121108769e-16,1.14382703236415e-21,0
-42,-50,2.37471685770884,0.999999697956185,3.0204381375457e-07,7.7188324387656e-16,1.81198294162724e-21,0
-40,-50,2.91502446502819,0.999999588526546,4.11473452819678e-07,1.22732463239363e-15,3.1126473728088e-21,0
-38,-50,3.54266125823511,0.99999941072793,5.89272068152743e-07,2.10339356761502e-15,5.83558691471549e-21,0
-36,-50,4.26259535303447,0.999999110334693,8.8966530303238e-07,3.90199584995428e-15,1.19999251049808e-20,0
-34,-50,5.07780058725174,0.999998581552719,1.41844727323695e-06,7.85537157768875e-15,2.71459571119783e-20,0
-32,-50,5.98872307079335,0.999997611164419,2.3888355643217e-06,1.71682699221496e-14,6.75862465873851e-20,0
-30,-50,6.99278017046579,0.999995756699067,4.24330089214808e-06,4.06446412174259e-14,1.84720325217935e-19,0
-28,-50,8.08393058324402,0.999992077464635,7.92253526123467e-06,1.03691849640752e-13,5.50866673655048e-19,0
-26,-50,9.25235591466535,0.999984539395647,1.54606040704261e-05,2.82676480119508e-13,1.77493699091338e-18,0
-24,-50,10.4842927919267,0.9999687126766,3.12873225859653e-05,8.13778148196672e-13,6.09447771423162e-18,0
-22,-50,11.7620495949896,0.99993500359929,6.49963982735816e-05,2.43665857998771e-12,2.1908317855885e-17,0
-20,-50,13.0642332846849,0.999863080931173,0.00013691906137644,7.45027379767814e-12,8.07026974205438e-17,0
-18,-50,14.3661998169369,0.999711630015396,0.000288369961829577,2.2773736298398e-11,2.97192659810831e-16,0
-16,-50,15.6407269242987,0.99940221013198,0.000597789800036185,6.79828281730483e-11,1.06459947818883e-15,0
-14,-50,16.8588916600161,0.998800463966422,0.00119953584027626,1.93297886254805e-10,3.60326083018556e-15,0
-12,-50,17.9911183761016,0.997709614553255,0.00229038493645498,5.10278498885664e-10,1.11845450207523e-14,0
-10,-50,19.0083472677859,0.99590819002612,0.00409180875427019,1.21957908719887e-09,3.09185377868456e-14,0
-8,-50,19.8832608129238,0.993267331436961,0.00673266598549157,2.57747319708473e-09,7.40558480369055e-14,0
-6,-50,20.5914967730671,0.989936884666241,0.0100631106157899,4.71781869081379e-09,1.50005576407463e-13,0
-4,-50,21.1127729956557,0.986486785217477,0.0135132074280164,7.35425456553e-09,2.5193611268476e-13,0
-2,-50,21.431851698156,0.983823706834445,0.0161762835201232,9.64508620056398e-09,3.45844961114501e-13,0
0,-50,21.5392793018486,0.982815745769854,0.0171842436638683,1.05658930462136e-08,3.84729742387239e-13,0
2,-50,21.431851698156,0.983823706834445,0.0161762835201232,9.64508620056398e-09,3.45844961114501e-13,0
4,-50,21.1127729956557,0.986486785217477,0.0135132074280164,7.35425456553e-09,2.5193611268476e-13,0
6,-50,20.5914967730671,0.989936884666241,0.0100631106157899,4.71781869081379e-09,1.50005576407463e-13,0
8,-50,19.8832608129238,0.993267331436961,0.00673266598549157,2.57747319708473e-09,7.40558480369055e-14,0
10,-50,19.0083472677859,0.99590819002612,0.00409180875427019,1.21957908719887e-09,3.09185377868456e-14,0
12,-50,17.9911183761016,0.997709614553255,0.00229038493645498,5.10278498885664e-10,1.11845450207523e-14,0
14,-50,16.8588916600161,0.998800463966422,0.00119953584027626,1.93297886254805e-10,3.60326083018556e-15,0
16,-50,15.6407269242987,0.99940221013198,0.000597789800036185,6.79828281730483e-11,1.06459947818883e-15,0
18,-50,14.3661998169369,0.999711630015396,0.000288369961829577,2.2773736298398e-11,2.97192659810831e-16,0
20,-50,13.0642332846849,0.999863080931173,0.00013691906137644,7.45027379767814e-12,8.07026974205438e-17,0
22,-50,11.7620495949896,0.99993500359929,6.49963982735816e-05,2.43665857998771e-12,2.1908317855885e-17,0
24,-50,10.4842927919267,0.9999687126766,3.12873225859653e-05,8.13778148196672e-13,6.09447771423162e-18,0
26,-50,9.25235591466535,0.999984539395647,1.54606040704261e-05,2.82676480119508e-13,1.77493699091338e-18,0
28,-50,8.08393058324402,0.999992077464635,7.92253526123467e-06,1.03691849640752e-13,5.50866673655048e-19,0
30,-50,6.99278017046579,0.999995756699067,4.24330089214808e-06,4.06446412174259e-14,1.84720325217935e-19,0
32,-50,5.98872307079335,0.999997611164419,2.3888355643217e-06,1.71682699221496e-14,6.75862465873851e-20,0
34,-50,5.07780058725174,0.999998581552719,1.41844727323695e-06,7.85537157768875e-15,2.71459571119783e-20,0
36,-50,4.26259535303447,0.999999110334693,8.8966530303238e-07,3.90199584995428e-15,1.19999251049808e-20,0
38,-50,3.54266125823511,0.99999941072793,5.89272068152743e-07,2.10339356761502e-15,5.83558691471549e-21,0
40,-50,2.91502446502819,0.999999588526546,4.11473452819678e-07,1.22732463239363e-15,3.1126473728088e-21,0
42,-50,2.37471685770884,0.999999697956185,3.0204381375457e-07,7.7188324387656e-16,1.81198294162724e-21,0
44,-50,1.91530755442986,0.999999767778673,2.32221326674998e-07,5.20355121108769e-16,1.14382703236415e-21,0
46,-50,1.5294041461246,0.999999813790768,1.86209231998725e-07,3.73635801786966e-16,7.77201765531741e-22,0
48,-50,1.20910233522744,0.99999984497456,1.55025439828349e-07,2.83825310597256e-16,5.63945134465244e-22,0
50,-50,0.946369884981357,0.999999866613676,1.33386323272026e-07,2.2652368149828e-16,4.33487345079468e-22,0
-50,-48,1.10702718697668,0.999999853770072,1.46229927894122e-07,2.60016591177535e-16,5.0914925791131e-22,0
-48,-48,1.41436152837866,0.999999825654012,1.74345987271044e-07,3.38504621185082e-16,6.92632047809034e-22,0
-46,-48,1.78903829940463,0.999999783965596,2.16034403293585e-07,4.6690771843549e-16,1.00796807846167e-21,0
-44,-48,2.24045330248167,0.999999720292507,2.79707491918888e-07,6.87864409127861e-16,1.58403169319406e-21,0
-42,-48,2.77785268167881,0.999999619588834,3.80411164454046e-07,1.09100463065552e-15,2.71315697336575e-21,0
-40,-48,3.40988379353591,0.999999453840706,5.46159292369277e-07,1.87683346771958e-15,5.10905529050107e-21,0
-38,-48,4.14406923693748,0.999999168673283,8.31326713468851e-07,3.52455599465645e-15,1.06569373165729e-20,0
-36,-48,4.98622052304908,0.999998653970261,1.34602973190959e-06,7.26154280184989e-15,2.47672440361063e-20,0
-34,-48,5.93981633327711,0.999997677089553,2.32291043089302e-06,1.64625016128706e-14,6.43560189902606e-20,0
-32,-48,7.00537850987655,0.99999572599885,4.27400110883332e-06,4.10865337486393e-14,1.87065456356622e-19,0
-30,-48,8.17988598761211,0.999991630300144,8.3696997435087e-06,1.12593485809103e-13,6.06424327794893e-19,0
-28,-48,9.45627188196052,0.999982625959761,1.73740399018717e-05,3.36745363257875e-13,2.1770263565604e-18,0
-26,-48,10.8230510117308,0.99996202040222,3.79795966920258e-05,1.08837961782982e-12,8.55573024806711e-18,0
-24,-48,12.2641235114062,0.999913373577648,8.66264186027699e-05,3.74922048238243e-12,3.62199585553268e-17,0
-22,-48,13.7587944025481,0.999796276837028,0.000203723149449692,1.35223273308893e-11,1.61777691361676e-16,0
-20,-48,15.2820389286128,0.999513078317597,0.000486921632428297,4.99736410831906e-11,7.43436043343857e-16,0
-18,-48,16.8050294322309,0.998836828376109,0.00116317143931567,1.84571631551288e-10,3.41418633190909e-15,0
-16,-48,18.2959223492387,0.997274375856129,0.00272562348127596,6.6257964937826e-10,1.51700099468111e-14,0
-14,-48,19.7208847260603,0.993861042338514,0.00613895541792565,2.24349711509041e-09,6.29800050093675e-14,0
-12,-48,21.0453201042556,0.986991770017724,0.0130082230379271,6.94411374871504e-09,2.35601423141792e-13,0
-10,-48,22.2352354389928,0.974622591043663,0.0253773899141737,1.90413976074022e-08,7.6592529725902e-13,0
-8,-48,23.2586757408161,0.955321776787417,0.0446781782827093,4.49277817285188e-08,2.09211904692675e-12,0
-6,-48,24.0871429977688,0.930117764110481,0.0698821468157586,8.90690905221795e-08,4.66948586424002e-12,0
-4,-48,24.6969119258465,0.903747937611325,0.0962519163183853,1.46061934217742e-07,8.35530939339867e-12,0
-2,-48,25.0701579515905,0.883500271995397,0.116499531281323,1.96711410814702e-07,1.18698135782088e-11,0
0,-48,25.1958226412713,0.875892504617661,0.124107278140344,2.17228649081665e-07,1.33456178291333e-11,0
2,-48,25.0701579515905,0.883500271995397,0.116499531281323,1.96711410814702e-07,1.18698135782088e-11,0
4,-48,24.6969119258465,0.903747937611325,0.0962519163183853,1.46061934217742e-07,8.35530939339867e-12,0
6,-48,24.0871429977688,0.930117764110481,0.0698821468157586,8.90690905221795e-08,4.66948586424002e-12,0
8,-48,23.2586757408161,0.955321776787417,0.0446781782827093,4.49277817285188e-08,2.09211904692675e-12,0
10,-48,22.2352354389928,0.974622591043663,0.0253773899141737,1.90413976074022e-08,7.6592529725902e-13,0
12,-48,21.0453201042556,0.986991770017724,0.0130082230379271,6.94411374871504e-09,2.35601423141792e-13,0
